,city_fuel_economy,engine_displacement,franchise_make,fuel_tank_volume,height,highway_fuel_economy,length,mileage,model_name,owner_count,power,savings_amount,torque,trimId,wheelbase,width,year,wheel_system_cat,wheel_system_display_cat,body_type_Sedan,engine_cylinders_I4,engine_cylinders_V6,transmission_display_8_Speed_Automatic
887,18.0,3600.0,1,24.6,69.3,25.0,189.8,59422.0,2,1.0,295,710,260,68764,114.8,84.8,2017,0,2,0,0,1,1
888,23.0,2000.0,4,16.1,62.9,32.0,175.4,41431.0,2,1.0,228,2695,258,68939,105.1,81.1,2017,3,3,0,1,0,0
889,22.0,1800.0,1,15.6,58.1,35.0,181.0,87441.0,0,5.0,138,579,125,50941,105.7,70.7,2014,3,3,1,1,0,0
893,22.0,2000.0,1,16.5,58.2,34.0,191.7,3079.0,0,1.0,240,2426,270,57569,112.2,83.5,2016,3,3,1,1,0,0
894,22.0,2000.0,0,15.3,66.3,27.0,185.1,28601.0,1,1.0,184,889,221,74991,109.8,72.4,2018,3,3,0,1,0,1
895,26.0,2400.0,0,17.2,57.7,34.0,192.5,30605.0,1,1.0,189,1473,182,68055,109.3,72.8,2017,3,3,1,1,0,0
896,23.0,2500.0,0,15.9,65.9,30.0,183.5,24490.0,2,1.0,176,1883,172,74773,104.7,72.6,2018,3,3,0,1,0,0
897,23.0,1600.0,4,12.4,61.5,30.0,161.8,59476.0,1,1.0,181,924,177,41554,102.2,78.5,2012,2,1,0,1,0,0
898,15.0,4000.0,0,21.1,74.9,21.0,178.7,157703.0,0,3.0,261,2102,281,36060,106.3,72.8,2010,1,0,0,0,1,0
899,18.0,3500.0,1,21.7,68.0,23.0,189.9,58481.0,1,2.0,260,875,240,38960,111.2,74.1,2011,3,3,0,0,1,0
900,22.0,2000.0,1,15.7,66.3,28.0,178.1,28425.0,1,1.0,245,1856,275,66218,105.9,81.8,2017,2,1,0,1,0,0
901,24.0,2000.0,0,13.2,59.4,33.0,174.2,21739.0,1,1.0,208,2285,258,69306,106.3,82.0,2017,3,3,0,1,0,0
903,17.0,3600.0,3,20.0,69.0,25.0,203.7,40674.0,1,1.0,283,1361,260,82619,121.2,88.5,2019,3,3,0,0,0,0
904,28.0,2000.0,4,13.2,58.9,37.0,175.6,48007.0,1,1.0,152,168,145,71512,105.1,70.0,2017,2,1,0,0,0,0
907,27.0,1500.0,1,14.0,66.5,33.0,180.6,18345.0,1,1.0,190,979,179,84284,104.7,73.0,2019,2,1,0,1,0,0
908,18.0,3600.0,1,24.6,69.3,25.0,189.8,24639.0,2,1.0,295,3146,260,69967,114.8,84.8,2017,0,2,0,0,1,1
909,19.0,3600.0,0,19.0,59.4,28.0,200.9,24379.0,3,1.0,304,467,264,78743,111.7,72.9,2019,3,3,1,0,1,0
910,32.0,1500.0,0,11.6,58.9,40.0,161.6,4522.0,0,1.0,106,0,103,85624,101.2,66.7,2020,3,3,0,1,0,0
911,25.0,2500.0,0,15.8,57.6,36.0,191.5,93424.0,1,3.0,196,151,191,52759,107.8,79.8,2014,3,3,1,1,0,0
912,22.0,2500.0,1,15.9,67.1,29.0,179.9,94988.0,2,1.0,176,648,172,56675,104.7,72.6,2015,2,1,0,1,0,0
913,18.0,3600.0,1,24.6,69.3,25.0,189.8,24843.0,2,2.0,295,1162,260,69967,114.8,84.8,2017,0,2,0,0,1,1
914,26.0,2500.0,0,16.0,57.3,36.0,192.9,9659.0,1,1.0,182,858,178,83893,111.2,72.9,2019,2,1,1,1,0,0
915,26.0,2400.0,1,15.3,64.7,33.0,179.4,67113.0,1,2.0,185,125,181,60458,103.1,71.6,2016,3,3,0,1,0,0
916,15.0,5600.0,0,26.0,75.4,21.0,228.1,45137.0,2,1.0,390,2256,394,76766,139.8,79.5,2018,1,0,0,0,0,0
918,26.0,2000.0,0,13.7,57.5,36.0,178.3,35816.0,0,2.0,156,201,144,42035,104.3,69.9,2012,3,3,1,1,0,0
919,25.0,2000.0,0,13.2,56.8,33.0,168.0,8848.0,2,1.0,220,707,258,77579,103.6,70.8,2016,3,3,0,1,0,0
920,21.0,2400.0,1,15.9,65.7,30.0,182.0,31546.0,1,1.0,271,1444,239,75209,106.3,73.2,2018,3,3,0,1,0,0
921,19.0,3500.0,1,19.5,69.6,28.0,203.2,26357.0,1,1.0,280,350,262,72968,118.1,92.3,2018,3,3,0,0,1,0
922,13.0,4000.0,1,22.0,72.8,19.0,193.4,113041.0,2,3.0,210,0,254,11927,113.7,73.5,2006,0,2,0,0,1,0
924,19.0,3500.0,0,19.5,70.2,26.0,198.5,51484.0,1,1.0,284,1294,259,76321,114.2,77.2,2018,0,2,0,0,1,0
925,25.0,2500.0,0,18.5,57.6,36.0,191.5,86269.0,1,2.0,196,247,191,54887,107.8,79.8,2015,3,3,1,1,0,0
926,19.0,3600.0,0,18.5,58.9,28.0,201.3,34980.0,1,1.0,305,406,264,67431,111.7,84.3,2017,3,3,1,0,0,0
928,19.0,3600.0,1,18.5,58.4,31.0,199.9,24036.0,3,1.0,292,111,260,57275,120.2,75.0,2015,4,4,1,0,1,1
929,28.0,1800.0,0,13.2,57.3,36.0,183.1,27883.0,0,1.0,132,394,128,68320,106.3,69.9,2017,3,3,1,1,0,0
930,24.0,2500.0,2,15.3,67.3,30.0,179.3,55888.0,1,1.0,184,223,185,54358,106.3,72.4,2015,2,1,0,1,0,0
932,20.0,2400.0,0,18.8,69.3,28.0,187.8,43459.0,1,1.0,301,348,272,67420,112.5,72.5,2017,2,1,0,1,0,0
933,16.0,5300.0,1,26.0,74.2,23.0,230.0,52981.0,2,2.0,355,1768,383,59999,143.5,80.0,2016,1,0,0,0,0,0
934,17.0,3600.0,1,22.0,66.0,25.0,193.6,42256.0,2,1.0,310,502,271,79422,112.5,75.4,2019,0,2,0,0,1,0
935,18.0,3700.0,0,20.0,57.8,25.0,187.9,55478.0,1,2.0,328,904,269,57056,112.2,69.8,2015,2,1,1,0,1,0
936,21.0,2400.0,4,18.8,66.3,31.0,185.5,29047.0,1,1.0,182,1393,172,67438,112.5,72.8,2017,3,3,0,1,0,0
938,22.0,2000.0,1,15.7,66.3,28.0,178.1,64251.0,1,1.0,245,1101,275,66218,105.9,81.8,2017,2,1,0,1,0,0
939,25.0,2500.0,1,14.5,68.4,32.0,184.5,38538.0,1,1.0,170,146,175,76528,106.5,72.4,2017,2,1,0,1,0,0
942,28.0,2000.0,0,14.0,56.5,37.0,179.9,15140.0,0,2.0,147,255,132,66938,106.3,70.9,2017,3,3,1,1,0,0
943,17.0,3600.0,3,20.0,68.9,25.0,202.8,51498.0,1,1.0,283,355,260,59000,121.2,88.5,2016,3,3,0,0,0,0
946,25.0,1400.0,1,12.2,59.7,35.0,173.1,133771.0,0,2.0,138,987,148,43831,99.4,68.3,2013,3,3,1,1,0,0
947,24.0,1600.0,0,14.2,63.0,30.0,163.0,51160.0,0,1.0,130,2119,118,59779,101.2,70.9,2016,3,3,0,1,0,0
948,26.0,2500.0,1,14.8,67.3,33.0,179.3,19128.0,1,1.0,184,376,185,57582,106.3,72.4,2016,3,3,0,1,0,0
949,18.0,3000.0,1,24.6,69.3,25.0,189.8,35851.0,2,1.0,360,874,390,68766,114.8,84.8,2017,0,2,0,0,1,1
952,30.0,1400.0,0,13.2,57.4,40.0,185.1,4568.0,1,1.0,147,1633,184,79291,105.7,70.8,2019,3,3,1,1,0,1
953,21.0,3500.0,0,19.0,67.8,28.0,192.4,46051.0,1,1.0,260,854,240,73283,111.2,75.4,2017,2,1,0,0,1,0
954,27.0,2400.0,1,17.2,57.7,36.0,192.5,22100.0,1,1.0,185,161,181,68053,109.3,72.8,2017,3,3,1,1,0,0
956,15.0,3000.0,2,21.1,57.5,25.0,195.7,63130.0,4,2.0,404,1545,406,57066,118.0,82.7,2015,2,1,1,0,1,1
957,23.0,2000.0,2,14.5,56.8,34.0,195.4,59993.0,3,1.0,250,167,258,66942,115.8,79.5,2017,3,3,1,1,0,0
958,21.0,3500.0,0,17.0,57.5,31.0,195.3,98902.0,1,4.0,268,309,248,60783,111.0,82.5,2016,3,3,1,0,1,0
959,25.0,2400.0,0,18.5,58.1,36.0,191.1,24260.0,1,1.0,185,370,178,68984,110.4,73.4,2017,3,3,1,1,0,0
960,23.0,2000.0,1,15.7,66.3,30.0,178.1,18943.0,1,1.0,245,282,275,73869,105.9,81.8,2018,3,3,0,1,0,0
961,17.0,3500.0,1,19.0,60.7,24.0,202.9,18765.0,1,1.0,288,1157,254,75628,112.9,85.7,2018,2,1,1,0,1,0
964,20.0,2000.0,1,15.7,66.3,27.0,178.1,65286.0,1,3.0,245,2150,275,66218,105.9,81.8,2017,2,1,0,1,0,0
965,14.0,5400.0,1,36.0,76.4,18.0,231.7,163334.0,2,2.0,320,304,390,36333,144.4,97.0,2010,0,2,0,0,0,0
966,16.0,3500.0,1,18.6,68.0,23.0,201.8,64599.0,1,2.0,287,1484,254,74454,117.9,88.8,2018,3,3,0,0,1,0
967,23.0,2400.0,1,13.6,65.0,30.0,175.1,71650.0,1,1.0,172,865,165,58510,103.7,71.4,2016,3,3,0,1,0,0
968,29.0,2000.0,1,13.2,57.3,41.0,180.3,70135.0,0,2.0,155,771,150,59128,106.3,70.7,2016,3,3,1,1,0,0
969,24.0,2500.0,0,14.8,66.1,31.0,179.1,42481.0,1,1.0,187,254,185,73645,106.2,72.5,2017,3,3,0,1,0,0
970,16.0,3600.0,0,21.1,66.6,24.0,192.4,26593.0,1,1.0,283,107,260,84353,113.8,83.7,2019,2,1,0,0,1,0
971,25.0,2500.0,0,18.5,66.1,32.0,189.6,78381.0,2,1.0,175,903,174,68628,108.1,81.3,2017,2,1,0,0,0,0
972,23.0,2500.0,0,15.9,67.1,29.0,183.5,15705.0,2,1.0,176,414,172,74767,104.7,72.6,2018,3,3,0,1,0,0
973,17.0,3000.0,1,19.0,67.0,24.0,180.1,134716.0,0,4.0,264,875,222,49596,106.6,72.8,2012,3,3,0,0,1,0
974,18.0,3600.0,4,19.0,59.1,28.0,202.0,48131.0,3,2.0,304,645,264,67569,111.7,72.9,2017,3,3,1,0,1,0
975,25.0,2500.0,0,14.8,67.3,32.0,179.3,124674.0,1,1.0,184,402,185,54363,106.3,72.4,2015,3,3,0,1,0,0
976,25.0,2500.0,1,14.5,68.5,32.0,184.5,31308.0,1,1.0,170,2565,175,86700,106.5,72.4,2020,2,1,0,1,0,0
978,17.0,3600.0,0,21.0,70.6,24.0,212.7,33568.0,3,1.0,181,535,369,81740,128.3,83.9,2019,0,2,0,0,1,1
979,17.0,3500.0,1,19.0,60.7,25.0,202.9,71612.0,1,2.0,365,843,350,55271,112.9,85.7,2015,2,1,1,0,1,0
980,21.0,2400.0,2,19.3,71.6,27.0,196.8,8121.0,3,1.0,260,1888,277,78217,113.8,85.7,2019,2,1,0,0,0,0
981,18.0,3000.0,2,22.4,69.4,25.0,193.2,56100.0,4,2.0,300,216,300,68941,115.5,86.0,2017,4,4,0,0,0,0
982,22.0,2000.0,1,15.9,65.7,31.0,182.0,22594.0,1,1.0,271,606,239,77883,106.2,73.2,2019,3,3,0,1,0,0
983,26.0,2000.0,0,14.5,58.6,33.0,168.8,29849.0,1,1.0,174,2295,184,76467,100.1,71.9,2018,3,3,0,1,0,0
984,19.0,3500.0,1,19.0,60.7,29.0,202.9,92715.0,1,1.0,240,300,270,55268,112.9,85.7,2015,3,3,1,0,1,0
985,13.0,4000.0,1,22.0,70.1,18.0,205.9,138141.0,0,3.0,210,3060,240,20261,125.9,71.8,2002,0,2,0,0,1,0
986,20.0,3000.0,4,20.0,56.8,29.0,188.3,15101.0,2,1.0,300,531,295,73094,112.2,71.8,2017,4,4,1,0,1,0
988,22.0,2000.0,4,18.5,57.6,33.0,193.1,79582.0,2,3.0,240,952,260,45192,116.9,82.8,2013,2,1,1,1,0,1
989,15.0,3500.0,1,36.0,76.7,21.0,231.9,51981.0,2,1.0,411,220,434,46480,144.5,97.0,2013,0,2,0,0,1,0
990,17.0,3600.0,4,22.0,66.0,25.0,193.6,37775.0,2,1.0,310,1778,271,79422,112.5,75.4,2019,0,2,0,0,1,0
991,17.0,3600.0,0,22.0,72.5,24.0,201.8,57911.0,1,2.0,288,2085,270,40461,118.9,79.0,2012,3,3,0,0,1,0
992,17.0,3600.0,0,18.8,66.3,24.0,185.5,47776.0,1,2.0,301,833,272,58501,112.5,72.8,2016,3,3,0,0,1,0
993,17.0,3500.0,1,21.0,72.7,24.0,191.4,114493.0,2,1.0,250,42,253,55103,109.2,78.5,2015,0,2,0,0,1,0
994,20.0,2000.0,1,15.7,66.3,27.0,178.1,59264.0,1,2.0,245,499,275,66218,105.9,81.8,2017,2,1,0,1,0,0
995,18.0,3600.0,3,24.6,70.9,25.0,201.2,87263.0,3,1.0,290,2081,260,56850,119.8,85.5,2015,4,4,0,0,1,0
998,15.0,6200.0,0,26.0,73.7,21.0,230.2,79640.0,2,2.0,403,655,417,44932,143.5,79.9,2013,0,2,0,0,0,0
1002,31.0,2000.0,1,12.4,55.7,40.0,182.3,30095.0,1,1.0,158,1654,138,69379,106.3,70.8,2017,3,3,1,1,0,0
1003,26.0,1500.0,0,14.9,65.4,31.0,183.1,13414.0,1,1.0,170,1691,203,85749,107.3,72.6,2020,3,3,0,1,0,0
1004,17.0,3000.0,1,21.0,65.7,23.0,190.3,114995.0,0,3.0,265,205,223,38316,110.5,75.2,2011,2,1,0,0,1,0
1005,20.0,3000.0,1,18.5,57.6,30.0,193.1,65572.0,2,1.0,300,1200,300,45191,116.9,82.8,2013,4,4,1,0,0,1
1006,23.0,2500.0,0,15.9,67.1,30.0,183.5,30380.0,2,1.0,176,2221,172,68329,104.7,72.6,2017,3,3,0,1,0,0
1007,22.0,2000.0,1,16.0,55.9,31.0,182.8,27466.0,1,1.0,272,2181,295,58083,109.3,71.1,2016,4,4,1,1,0,0
1008,27.0,2400.0,0,17.2,57.7,36.0,192.5,61923.0,1,1.0,185,94,181,68053,109.3,72.8,2017,3,3,1,1,0,0
1009,23.0,2500.0,1,16.4,57.1,31.0,191.5,45400.0,1,1.0,250,1051,310,78506,111.4,72.4,2018,3,3,1,1,0,0
1010,19.0,3000.0,0,26.0,77.5,27.0,229.0,73593.0,3,1.0,395,1444,410,59059,140.5,79.4,2016,0,2,0,0,0,0
1011,28.0,1600.0,0,11.9,57.1,37.0,172.6,2298.0,0,1.0,130,508,119,83674,101.6,67.9,2019,3,3,1,1,0,0
1012,24.0,2500.0,1,15.3,66.1,30.0,179.1,17879.0,1,1.0,187,178,186,89611,106.2,83.3,2020,2,1,0,1,0,0
1014,18.0,3800.0,0,20.3,58.3,29.0,196.5,28652.0,1,2.0,311,496,293,60739,118.5,74.4,2016,4,4,1,0,1,0
1015,24.0,2500.0,0,17.0,57.9,33.0,190.9,73113.0,1,2.0,178,1,170,68150,109.3,71.7,2017,3,3,1,1,0,0
1017,27.0,1500.0,1,14.0,66.5,33.0,180.6,24746.0,1,1.0,190,165,179,76543,104.7,73.0,2018,2,1,0,1,0,0
1018,26.0,2500.0,1,16.4,57.1,35.0,191.5,43050.0,1,1.0,184,576,185,70032,111.4,72.4,2017,3,3,1,1,0,0
1019,28.0,2500.0,0,16.2,56.8,39.0,192.9,30422.0,1,1.0,188,676,180,83905,111.2,72.9,2019,3,3,1,1,0,0
1020,22.0,2000.0,1,15.3,66.3,27.0,185.1,19288.0,1,1.0,184,1839,221,74992,109.8,72.4,2018,3,3,0,1,0,0
1022,16.0,3600.0,3,21.1,66.6,24.0,192.4,19982.0,1,1.0,283,1695,260,75440,113.8,83.7,2018,2,1,0,0,1,0
1023,16.0,3500.0,0,20.0,71.3,23.0,200.2,32802.0,1,1.0,266,1748,245,56784,119.3,78.1,2015,2,1,0,0,1,0
1025,24.0,2400.0,2,15.8,66.1,29.0,184.8,44049.0,1,1.0,166,1299,162,58616,105.1,71.3,2016,2,1,0,1,0,0
1026,17.0,3600.0,0,20.0,68.9,25.0,202.8,62663.0,1,2.0,283,315,260,68660,121.2,88.5,2017,3,3,0,0,0,0
1030,16.0,3600.0,0,21.1,69.5,24.0,192.4,28423.0,1,1.0,283,465,260,84351,113.8,83.7,2019,2,1,0,0,1,0
1031,25.0,2400.0,0,18.5,58.1,37.0,191.1,63006.0,1,1.0,185,1160,178,54860,110.4,73.4,2015,3,3,1,1,0,0
1033,28.0,2000.0,2,13.2,58.9,37.0,175.6,17244.0,1,1.0,152,136,145,71508,105.1,70.0,2017,2,1,0,0,0,0
1034,28.0,2000.0,0,14.0,56.5,37.0,179.9,11225.0,0,1.0,147,37,132,66938,106.3,70.9,2017,3,3,1,1,0,0
1035,19.0,3500.0,1,19.5,68.3,28.0,203.2,9600.0,1,1.0,280,2017,262,79145,118.1,92.3,2019,3,3,0,0,1,0
1036,25.0,2500.0,1,14.8,65.7,32.0,178.7,162804.0,1,3.0,184,688,185,49113,106.3,72.4,2014,3,3,0,1,0,0
1037,15.0,3500.0,1,36.0,76.7,21.0,231.9,124816.0,2,2.0,411,1777,434,46476,144.5,97.0,2013,0,2,0,0,1,0
1039,20.0,3600.0,4,23.0,77.6,25.0,228.9,21593.0,3,1.0,395,575,410,77824,140.5,82.1,2019,1,0,0,0,0,1
1040,23.0,2000.0,1,16.4,64.8,30.0,176.2,28540.0,1,1.0,164,1012,151,68992,105.1,72.8,2017,3,3,0,1,0,0
1041,24.0,2400.0,0,18.5,57.7,32.0,191.1,16911.0,1,1.0,185,1460,178,87479,110.4,73.2,2020,3,3,1,1,0,0
1042,21.0,2400.0,0,12.7,66.5,29.0,166.6,41489.0,1,1.0,180,963,175,70041,101.2,79.6,2017,0,2,0,1,0,0
1043,22.0,2000.0,1,16.5,58.1,34.0,191.7,62277.0,0,1.0,240,41,270,43444,112.2,83.5,2013,3,3,1,1,0,0
1045,24.0,2500.0,0,17.0,57.9,33.0,190.9,41947.0,1,2.0,178,93,170,68152,109.3,71.7,2017,3,3,1,1,0,0
1047,19.0,3300.0,0,18.8,66.5,24.0,189.0,26818.0,1,1.0,290,1425,252,77992,109.4,74.4,2019,2,1,0,0,1,1
1050,22.0,2000.0,0,15.1,66.3,29.0,178.1,37779.0,1,1.0,240,845,270,57727,105.9,81.8,2016,2,1,0,1,0,0
1051,20.0,3500.0,1,19.5,68.6,27.0,200.6,43584.0,3,1.0,295,1,270,83938,114.2,77.2,2019,3,3,0,0,1,0
1052,19.0,3600.0,0,18.5,58.5,30.0,198.6,28230.0,2,1.0,363,894,394,70143,120.2,75.0,2017,4,4,1,0,1,1
1053,21.0,2300.0,0,15.5,54.3,30.0,188.5,6895.0,2,1.0,330,1186,350,86528,107.1,81.9,2020,4,4,0,1,0,0
1054,18.0,3800.0,0,20.3,58.3,29.0,196.5,60270.0,1,2.0,311,299,293,53910,118.5,74.4,2015,4,4,1,0,1,1
1055,25.0,1800.0,1,13.2,56.3,37.0,179.5,50648.0,0,2.0,145,968,130,59206,106.3,70.1,2016,3,3,1,1,0,0
1056,25.0,2400.0,0,18.5,58.1,36.0,191.1,31093.0,1,1.0,185,291,178,68984,110.4,73.4,2017,3,3,1,1,0,0
1057,28.0,1800.0,0,13.2,57.3,36.0,183.1,30182.0,0,1.0,132,757,128,68317,106.3,69.9,2017,3,3,1,1,0,0
1058,18.0,3500.0,1,23.0,77.2,23.0,231.9,50952.0,2,1.0,375,642,470,69541,145.0,96.8,2017,0,2,0,0,1,0
1059,31.0,2000.0,1,12.4,55.7,40.0,182.3,36357.0,1,1.0,158,440,138,69379,106.3,70.8,2017,3,3,1,1,0,0
1060,21.0,2400.0,1,13.5,65.2,24.0,173.4,97773.0,1,1.0,172,1326,165,84099,103.7,69.3,2010,0,2,0,1,0,0
1061,29.0,1800.0,2,13.2,58.9,37.0,182.1,28432.0,0,1.0,124,176,125,76503,106.3,69.3,2018,3,3,1,1,0,0
1062,25.0,2500.0,2,18.5,66.1,32.0,189.9,14721.0,2,1.0,175,1367,174,82804,108.1,81.3,2019,2,1,0,0,0,0
1066,24.0,2000.0,0,15.6,65.4,28.0,182.3,37153.0,1,1.0,252,929,260,79078,107.3,72.4,2019,0,2,0,1,0,0
1067,24.0,2400.0,0,18.5,57.7,35.0,191.1,56295.0,1,1.0,185,161,178,57983,110.4,73.2,2016,3,3,1,1,0,0
1068,24.0,2400.0,0,18.5,58.1,35.0,191.1,26901.0,1,1.0,185,739,178,54859,110.4,73.4,2015,3,3,1,1,0,0
1069,28.0,1500.0,1,14.0,66.1,34.0,180.6,52784.0,1,1.0,190,189,179,76549,104.7,73.0,2018,3,3,0,1,0,0
1070,22.0,2500.0,1,15.9,65.9,28.0,183.5,44544.0,2,1.0,176,1978,172,74766,104.7,72.6,2018,2,1,0,1,0,0
1071,28.0,1600.0,0,11.9,57.1,38.0,172.6,26846.0,0,2.0,130,179,119,82824,101.6,68.1,2019,3,3,1,1,0,0
1072,21.0,2400.0,1,17.4,66.1,27.0,185.0,37804.0,1,1.0,185,1630,178,67474,106.3,74.0,2017,3,3,0,1,0,0
1073,32.0,1500.0,1,12.4,55.7,42.0,182.3,13235.0,1,1.0,174,1005,162,76402,106.3,70.8,2018,3,3,1,1,0,0
1074,21.0,2000.0,1,15.5,65.2,28.0,179.2,46479.0,2,3.0,240,1470,270,66991,105.9,84.1,2017,3,3,0,1,0,0
1075,20.0,2000.0,3,18.0,58.2,28.0,194.1,19961.0,2,1.0,245,1419,275,75565,112.2,83.3,2018,2,1,1,1,0,0
1076,23.0,2000.0,1,15.7,66.3,30.0,178.1,11393.0,1,1.0,245,1139,275,73867,105.9,81.8,2018,3,3,0,1,0,0
1077,19.0,3500.0,0,19.5,70.2,26.0,197.2,84223.0,1,2.0,260,497,240,57120,114.2,77.2,2015,0,2,0,0,1,0
1078,28.0,1800.0,0,13.2,57.3,35.0,183.1,21970.0,0,2.0,132,826,128,78889,106.3,69.9,2019,3,3,1,1,0,0
1080,23.0,1500.0,1,16.5,58.1,34.0,191.7,32372.0,0,1.0,181,1112,185,81782,112.2,83.5,2019,3,3,1,1,0,0
1081,17.0,3500.0,1,18.3,68.6,26.0,188.1,45049.0,1,1.0,280,2367,250,69477,112.2,85.8,2017,3,3,0,0,1,0
1082,18.0,3600.0,4,22.0,66.0,25.0,193.6,48309.0,2,1.0,310,1304,271,67019,112.5,75.4,2017,0,2,0,0,1,0
1083,30.0,1900.0,0,14.0,57.4,38.0,179.3,143000.0,1,3.0,100,0,177,30524,101.5,70.1,2006,3,3,1,0,0,0
1084,23.0,2500.0,0,15.9,65.9,30.0,183.5,22185.0,2,1.0,176,110,172,74765,104.7,72.6,2018,3,3,0,1,0,0
1086,27.0,2500.0,1,16.0,56.9,38.0,192.7,4258.0,1,1.0,206,1262,186,88882,111.2,72.4,2020,3,3,1,1,0,1
1087,19.0,3500.0,0,19.2,70.1,25.0,191.1,67095.0,3,2.0,270,1293,248,59551,109.8,75.8,2016,3,3,0,0,1,0
1088,25.0,2500.0,2,18.5,66.1,32.0,189.9,24621.0,2,1.0,175,363,174,82803,108.1,81.3,2019,2,1,0,0,0,0
1089,16.0,4200.0,0,18.8,52.3,25.0,188.6,59980.0,0,2.0,300,2841,310,29645,108.3,74.5,2007,4,4,0,0,0,0
1090,25.0,2000.0,1,14.5,62.5,32.0,172.4,29206.0,1,1.0,141,403,147,84531,104.2,72.3,2019,3,3,0,1,0,0
1091,20.0,3500.0,1,19.5,70.6,27.0,198.5,25148.0,1,1.0,284,3602,259,88947,114.2,77.3,2020,0,2,0,0,1,0
1092,24.0,1600.0,1,14.2,63.0,30.0,163.0,91197.0,0,1.0,130,620,118,59779,101.2,70.9,2016,3,3,0,1,0,0
1094,25.0,2400.0,1,14.0,66.5,31.0,180.6,27246.0,1,1.0,184,946,180,84279,104.7,73.0,2019,2,1,0,1,0,0
1096,26.0,2400.0,1,15.3,64.7,33.0,179.4,82018.0,1,1.0,185,1231,181,60459,103.1,71.6,2016,3,3,0,1,0,0
1097,18.0,3500.0,2,19.5,67.6,27.0,193.6,36035.0,1,1.0,290,1185,267,55130,111.0,77.2,2015,2,1,0,0,1,0
1098,23.0,2000.0,1,14.8,57.1,34.0,192.2,27439.0,1,1.0,252,2456,273,77075,111.4,73.3,2018,3,3,1,1,0,0
1099,18.0,3500.0,0,20.0,71.3,24.0,200.2,54464.0,1,1.0,296,697,263,68246,119.3,78.1,2017,2,1,0,0,1,1
1101,25.0,2000.0,0,14.5,62.5,32.0,172.4,25979.0,1,1.0,141,355,147,73221,104.2,72.3,2017,3,3,0,1,0,0
1102,28.0,1400.0,1,14.5,57.2,38.0,183.3,52037.0,1,2.0,150,698,184,69343,104.4,70.0,2017,3,3,1,1,0,0
1103,25.0,2500.0,1,17.0,57.9,35.0,190.9,86899.0,1,1.0,178,1322,170,56817,109.3,71.7,2015,3,3,1,1,0,0
1104,22.0,2500.0,1,15.9,67.1,28.0,183.5,56517.0,2,1.0,176,1185,172,68330,104.7,72.6,2017,2,1,0,1,0,0
1105,29.0,1800.0,1,13.2,55.0,38.0,177.9,84174.0,1,2.0,143,1092,129,53559,103.2,69.0,2014,3,3,0,1,0,0
1106,31.0,2000.0,1,12.4,55.7,40.0,182.3,50325.0,1,1.0,158,458,138,69379,106.3,70.8,2017,3,3,1,1,0,0
1107,25.0,2400.0,1,18.5,58.1,35.0,191.1,32477.0,1,2.0,185,212,178,75448,110.4,73.4,2018,3,3,1,1,0,0
1108,28.0,1800.0,1,13.2,57.3,35.0,183.1,31000.0,0,1.0,132,27,128,73363,106.3,69.9,2018,3,3,1,1,0,0
1109,28.0,2000.0,2,13.2,58.9,37.0,175.6,24974.0,1,1.0,152,155,145,75707,105.1,79.4,2018,2,1,0,0,0,0
1110,25.0,2400.0,1,18.5,58.1,36.0,191.1,48993.0,1,2.0,185,223,178,60220,110.4,73.4,2016,3,3,1,1,0,0
1112,20.0,3500.0,0,18.5,58.5,28.0,197.2,186369.0,1,3.0,268,487,248,25168,111.0,72.8,2007,3,3,1,0,1,0
1114,32.0,1500.0,3,12.4,55.7,42.0,182.3,73136.0,1,2.0,174,0,162,69376,106.3,70.8,2017,3,3,1,1,0,0
1115,28.0,2000.0,1,14.0,56.5,37.0,179.9,29458.0,0,1.0,147,2370,132,72684,106.3,70.9,2017,3,3,1,1,0,0
1117,16.0,3500.0,1,18.6,71.0,23.0,198.3,48044.0,2,1.0,290,154,255,57449,112.8,90.2,2016,2,1,0,0,1,0
1118,21.0,2400.0,4,18.5,57.9,30.0,189.2,136829.0,1,3.0,158,1009,161,27959,109.3,71.7,2007,3,3,1,1,0,0
1119,16.0,3300.0,0,20.0,68.9,22.0,200.5,197223.0,1,5.0,180,0,210,12761,119.3,78.6,2002,3,3,0,0,0,0
1120,21.0,3500.0,2,17.2,57.7,34.0,191.4,75733.0,1,2.0,278,750,252,53223,109.3,72.8,2014,3,3,1,0,1,0
1121,18.0,3500.0,0,20.0,68.9,25.0,200.2,117948.0,1,2.0,266,1304,245,42047,119.3,78.1,2012,3,3,0,0,1,0
1122,28.0,2000.0,2,13.2,57.3,38.0,182.1,34541.0,1,1.0,152,1761,145,75702,105.1,79.4,2018,2,1,1,0,0,0
1123,28.0,2000.0,2,13.2,58.9,37.0,175.6,48842.0,1,1.0,152,38,145,71512,105.1,70.0,2017,2,1,0,0,0,0
1125,25.0,2500.0,1,17.0,57.9,35.0,190.9,53421.0,1,1.0,178,641,170,56819,109.3,71.7,2015,3,3,1,1,0,0
1127,25.0,2400.0,1,15.8,59.2,36.0,196.9,45976.0,0,2.0,304,608,264,51977,111.7,73.1,2014,3,3,1,1,0,0
1128,22.0,2400.0,1,13.5,66.8,26.0,173.8,77538.0,0,2.0,172,391,165,68780,103.7,69.2,2017,3,3,0,1,0,0
