,city_fuel_economy,engine_displacement,franchise_make,fuel_tank_volume,height,highway_fuel_economy,length,mileage,model_name,owner_count,power,savings_amount,torque,trimId,wheelbase,width,year,wheel_system_cat,wheel_system_display_cat,body_type_Sedan,engine_cylinders_I4,engine_cylinders_V6,transmission_display_8_Speed_Automatic
5050,20.0,2400.0,0,17.4,66.1,26.0,185.0,25618.0,1,1.0,185,1077,178,74502,106.3,74.0,2018,2,1,0,1,0,0
5051,24.0,1400.0,0,14.0,66.3,30.0,167.6,37717.0,1,1.0,138,1989,148,75107,100.6,69.9,2018,2,1,0,1,0,0
5052,28.0,1400.0,0,14.5,57.2,38.0,183.3,25576.0,1,2.0,150,589,184,69343,104.4,70.0,2017,3,3,1,1,0,0
5053,27.0,2000.0,4,16.6,63.6,33.0,175.8,22985.0,2,1.0,152,1199,145,75252,104.9,79.5,2018,2,1,0,0,0,0
5056,16.0,5700.0,1,16.0,51.8,25.0,193.5,4306.0,2,1.0,305,0,335,2246,101.1,74.1,2000,4,4,0,0,0,0
5057,16.0,3600.0,1,22.5,70.8,20.0,173.4,71230.0,3,2.0,285,3492,260,67264,116.0,82.8,2012,0,2,0,0,1,0
5058,25.0,2000.0,0,14.2,63.5,30.0,163.0,23728.0,0,1.0,161,1,150,70233,101.2,70.9,2017,3,3,0,1,0,0
5059,21.0,2400.0,1,13.6,65.0,27.0,175.1,18994.0,1,1.0,172,468,165,68754,103.7,71.4,2017,3,3,0,1,0,0
5060,15.0,5700.0,4,26.0,77.2,22.0,229.0,90748.0,3,1.0,395,1216,410,59072,140.5,79.4,2016,1,0,0,0,0,1
5061,19.0,3600.0,0,18.5,58.5,30.0,200.8,47086.0,3,1.0,300,460,264,82770,120.2,75.0,2019,4,4,1,0,1,1
5062,27.0,1500.0,1,14.0,66.5,33.0,180.6,16011.0,1,1.0,190,293,179,76543,104.7,73.0,2018,2,1,0,1,0,0
5063,15.0,3800.0,1,22.5,70.8,19.0,173.4,131046.0,3,3.0,202,2010,237,67220,116.0,82.8,2011,0,2,0,0,1,0
5064,18.0,3600.0,0,19.4,70.7,27.0,204.3,53361.0,1,1.0,310,888,266,79415,120.9,78.6,2019,3,3,0,0,1,0
5065,21.0,3500.0,0,18.0,56.5,30.0,192.8,31232.0,1,1.0,300,303,261,68136,109.3,73.2,2017,3,3,1,0,1,0
5066,20.0,2400.0,0,17.4,66.1,27.0,184.6,40521.0,1,1.0,190,411,181,65656,106.3,74.0,2016,3,3,0,1,0,0
5068,22.0,2000.0,3,13.2,56.7,31.0,168.3,20444.0,2,1.0,189,0,207,69388,105.1,79.6,2017,3,3,0,1,0,0
5069,20.0,3500.0,1,19.5,70.2,27.0,198.5,78205.0,1,2.0,284,2728,259,68145,114.2,77.2,2017,3,3,0,0,1,0
5070,27.0,2400.0,1,17.2,57.7,36.0,192.5,37367.0,1,1.0,185,780,181,68053,109.3,72.8,2017,3,3,1,1,0,0
5071,19.0,3600.0,0,24.6,69.3,26.0,189.8,44990.0,2,1.0,295,1717,260,75214,114.8,84.8,2018,1,0,0,0,1,1
5072,18.0,3600.0,0,18.5,58.9,28.0,201.3,31714.0,1,1.0,305,2185,264,79409,111.7,84.3,2019,3,3,1,0,0,0
5073,18.0,3500.0,1,19.0,60.7,26.0,202.9,23297.0,1,1.0,288,1307,254,82447,112.9,85.7,2019,3,3,1,0,1,0
5074,22.0,2000.0,0,15.3,65.2,29.0,173.2,113998.0,1,2.0,165,1510,146,41499,103.9,71.7,2012,3,3,0,1,0,0
5076,24.0,2400.0,1,13.2,55.6,34.0,182.2,5027.0,1,1.0,201,78,180,83925,105.1,70.6,2019,3,3,1,1,0,0
5077,18.0,3700.0,0,20.0,59.1,25.0,196.1,39538.0,3,2.0,330,2141,270,68204,114.2,72.6,2017,4,4,1,0,1,0
5078,19.0,3600.0,1,18.5,58.5,30.0,198.4,12.0,3,1.0,292,0,260,75315,120.2,75.0,2018,4,4,1,0,1,1
5079,24.0,2000.0,4,17.4,56.8,31.0,184.5,28852.0,3,2.0,241,183,273,67385,111.8,79.5,2017,2,1,1,1,0,0
5080,26.0,2500.0,2,16.6,68.1,33.0,182.1,4097.0,1,1.0,182,867,176,83408,105.1,80.9,2019,2,1,0,0,0,0
5081,23.0,1800.0,0,18.5,58.5,34.0,191.9,28764.0,1,1.0,170,331,184,69425,110.4,72.2,2017,3,3,1,1,0,0
5082,30.0,1400.0,1,13.2,57.4,40.0,185.1,9842.0,1,1.0,147,530,184,79288,105.7,70.8,2019,3,3,1,1,0,0
5083,26.0,1400.0,0,12.2,59.3,34.0,173.9,22766.0,0,1.0,138,1103,148,80657,99.4,68.3,2019,3,3,1,1,0,0
5084,21.0,2000.0,1,18.5,68.3,28.0,188.8,51338.0,1,1.0,250,1067,280,77867,112.2,85.8,2019,2,1,0,1,0,1
5086,28.0,1800.0,1,13.2,63.2,34.0,169.1,24777.0,1,1.0,141,920,127,75647,102.8,69.8,2018,3,3,0,1,0,0
5087,20.0,2500.0,0,21.0,70.4,26.0,212.7,30311.0,3,1.0,308,707,275,70072,128.3,83.9,2017,1,0,0,1,0,0
5088,22.0,2000.0,1,15.7,66.3,28.0,178.1,29799.0,1,1.0,245,1477,275,66220,105.9,81.8,2017,2,1,0,1,0,0
5090,20.0,2000.0,1,19.2,68.7,27.0,188.1,42048.0,1,1.0,280,2632,250,69478,112.2,85.8,2017,2,1,0,1,0,0
5092,28.0,2000.0,0,14.0,56.5,37.0,179.9,11406.0,0,1.0,147,447,132,66938,106.3,70.9,2017,3,3,1,1,0,0
5096,26.0,2400.0,0,18.5,58.1,35.0,191.1,10418.0,1,1.0,185,1140,178,83483,110.4,73.4,2019,3,3,1,1,0,0
5097,20.0,2000.0,2,19.2,68.7,27.0,188.1,18283.0,1,1.0,280,1746,250,69475,112.2,85.8,2017,2,1,0,1,0,0
5098,17.0,3600.0,3,20.0,68.9,25.0,202.8,24550.0,1,1.0,283,357,260,68658,121.2,88.5,2017,3,3,0,0,0,0
5099,20.0,2000.0,2,15.9,58.1,27.0,180.9,13770.0,3,1.0,268,644,258,67723,104.3,78.9,2017,2,1,1,0,0,0
5102,29.0,1500.0,1,14.8,57.1,35.0,192.2,13188.0,1,2.0,192,588,192,75510,111.4,73.3,2018,3,3,1,1,0,0
5103,24.0,2000.0,1,16.6,64.8,30.0,171.9,22868.0,0,1.0,148,1193,145,83763,105.1,71.3,2019,3,3,0,1,0,0
5104,17.0,3600.0,1,20.5,69.5,25.0,192.4,50603.0,1,1.0,283,161,260,75443,113.8,83.7,2018,3,3,0,0,0,0
5105,30.0,2000.0,0,14.5,57.2,42.0,182.2,45733.0,1,1.0,140,1275,236,52945,104.4,70.0,2014,3,3,1,0,0,0
5106,28.0,1800.0,0,13.2,57.3,36.0,183.1,70443.0,0,1.0,132,553,128,68317,106.3,69.9,2017,3,3,1,1,0,0
5107,22.0,2000.0,0,13.6,65.0,26.0,175.1,77202.0,1,2.0,158,318,141,60246,103.7,71.4,2016,3,3,0,1,0,0
5108,23.0,2000.0,1,15.8,56.3,35.0,182.8,13175.0,2,1.0,180,818,200,69234,110.6,80.0,2017,4,4,1,1,0,0
5109,19.0,3200.0,4,15.9,66.2,26.0,182.0,96760.0,1,2.0,271,770,239,52311,106.3,73.2,2014,0,2,0,0,1,0
5111,17.0,3600.0,0,20.0,69.0,25.0,203.7,49009.0,1,1.0,283,1074,260,75981,121.2,88.5,2018,3,3,0,0,0,0
5113,25.0,2000.0,4,18.5,58.5,36.0,191.9,36486.0,1,1.0,174,749,184,83743,110.4,72.2,2019,3,3,1,1,0,0
5114,19.0,3600.0,3,18.5,57.5,30.0,197.9,28877.0,3,2.0,305,804,268,82841,116.2,85.4,2019,4,4,0,0,1,0
5117,23.0,2400.0,0,15.3,64.7,31.0,178.3,66274.0,1,1.0,185,145,163,52991,103.1,71.6,2014,3,3,0,1,0,0
5119,17.0,3600.0,0,20.0,69.0,25.0,203.7,11847.0,1,1.0,283,1148,260,82619,121.2,88.5,2019,3,3,0,0,0,0
5122,12.0,3600.0,1,20.0,69.0,18.0,203.7,39337.0,1,1.0,283,2142,260,82263,121.2,88.5,2019,3,3,0,0,0,0
5123,16.0,3600.0,3,21.1,66.6,24.0,192.4,21719.0,1,1.0,283,961,260,75440,113.8,83.7,2018,2,1,0,0,1,0
5125,20.0,2000.0,1,19.2,68.7,27.0,188.1,57963.0,1,2.0,280,1190,250,69478,112.2,85.8,2017,2,1,0,1,0,0
5128,19.0,3500.0,1,18.5,57.1,27.0,191.1,144170.0,1,2.0,272,1295,254,25034,109.3,71.7,2007,3,3,1,0,1,0
5129,22.0,2400.0,0,18.8,66.3,32.0,187.8,133607.0,1,2.0,264,1493,222,42592,112.5,72.5,2012,3,3,0,1,0,0
5130,16.0,5000.0,0,23.0,77.2,22.0,231.9,93782.0,2,1.0,395,2634,400,73355,145.0,96.8,2018,0,2,0,0,0,0
5131,22.0,2500.0,2,15.9,67.1,28.0,183.5,63398.0,2,1.0,176,215,172,68326,104.7,72.6,2017,2,1,0,1,0,0
5135,13.0,4000.0,1,22.5,72.8,19.0,193.4,174442.0,2,3.0,292,1888,315,35747,113.7,84.8,2010,0,2,0,0,1,0
5136,15.0,3500.0,0,26.0,82.4,18.0,237.6,79695.0,3,1.0,310,1103,400,74319,147.6,97.4,2018,4,4,0,0,1,0
5137,22.0,2000.0,1,15.7,66.3,28.0,178.1,27522.0,1,1.0,245,77,275,73870,105.9,81.8,2018,2,1,0,1,0,0
5138,22.0,2000.0,1,15.7,66.3,28.0,178.1,6577.0,1,1.0,245,1303,275,73868,105.9,81.8,2018,2,1,0,1,0,0
5139,18.0,3600.0,2,24.6,70.9,25.0,201.2,19251.0,3,1.0,295,853,260,68700,119.8,85.5,2017,2,1,0,0,1,1
5140,25.0,2500.0,0,14.8,65.7,32.0,178.7,92557.0,1,1.0,184,389,185,49113,106.3,72.4,2014,3,3,0,1,0,0
5141,27.0,1500.0,1,15.8,57.6,36.0,193.8,46793.0,1,1.0,160,825,184,74365,111.4,73.0,2018,3,3,1,1,0,0
5143,30.0,1500.0,1,14.8,57.1,38.0,192.2,37956.0,1,2.0,192,825,192,75509,111.4,73.3,2018,3,3,1,1,0,0
5144,21.0,2000.0,1,15.4,66.3,28.0,178.1,96799.0,1,3.0,240,2330,270,55394,105.9,81.8,2015,2,1,0,1,0,0
5146,18.0,3600.0,3,24.6,70.9,25.0,201.2,41441.0,3,1.0,295,1552,260,68695,119.8,85.5,2017,2,1,0,0,1,1
5147,17.0,3500.0,1,18.6,70.0,24.0,198.3,31410.0,2,1.0,290,1502,255,67138,112.8,90.2,2017,3,3,0,0,1,0
5149,24.0,2000.0,0,13.2,56.8,32.0,168.0,34335.0,2,1.0,210,190,258,69333,103.6,70.8,2017,3,3,0,1,0,0
5150,24.0,2000.0,4,15.6,65.4,28.0,182.3,25443.0,1,2.0,252,12,260,73719,107.3,72.4,2018,0,2,0,1,0,0
5151,32.0,1500.0,0,12.4,55.7,42.0,182.3,24458.0,1,1.0,174,932,162,69381,106.3,70.8,2017,3,3,1,1,0,0
5153,25.0,2500.0,0,14.5,68.4,32.0,184.5,31831.0,1,1.0,170,596,175,68523,106.5,72.4,2017,2,1,0,1,0,0
5155,28.0,1800.0,0,13.2,57.3,35.0,183.1,19896.0,0,1.0,132,138,128,78891,106.3,69.9,2019,3,3,1,1,0,0
5157,14.0,5300.0,1,31.0,76.8,19.0,222.4,190041.0,1,4.0,366,670,380,26356,130.0,79.1,2007,0,2,0,0,0,0
5158,19.0,3500.0,0,20.0,70.7,27.0,200.6,30738.0,1,1.0,296,474,263,80320,119.3,78.1,2019,3,3,0,0,1,0
5159,27.0,1500.0,1,14.0,66.5,33.0,180.6,9943.0,1,1.0,190,188,179,84284,104.7,73.0,2019,2,1,0,1,0,0
5160,23.0,2000.0,4,15.8,56.5,33.0,182.8,32833.0,2,1.0,248,2081,258,69354,110.6,80.0,2017,2,1,1,1,0,0
5161,27.0,1800.0,1,13.2,63.2,31.0,169.1,11044.0,1,1.0,141,637,127,69480,102.8,69.8,2017,2,1,0,1,0,0
5162,27.0,2000.0,0,13.2,58.3,35.0,175.6,35262.0,1,1.0,152,379,145,71510,105.1,70.0,2017,2,1,0,0,0,0
5163,22.0,2400.0,2,13.5,64.8,30.0,173.0,34980.0,1,1.0,180,461,175,74934,103.8,80.0,2018,0,2,0,1,0,0
5164,21.0,2000.0,0,16.4,64.8,26.0,176.2,30756.0,1,1.0,164,162,151,68988,105.1,72.8,2017,2,1,0,1,0,0
5165,17.0,3600.0,4,21.0,65.7,24.0,190.3,104259.0,0,2.0,308,1461,265,43981,110.5,75.2,2013,3,3,0,0,0,0
5166,19.0,3500.0,3,18.5,57.1,27.0,191.1,115696.0,1,1.0,272,2530,254,32104,109.3,71.7,2008,3,3,1,0,1,0
5167,25.0,2500.0,1,14.5,67.5,32.0,182.3,91090.0,1,1.0,170,2006,175,60472,106.5,72.4,2016,2,1,0,1,0,0
5168,27.0,1500.0,1,14.0,66.5,33.0,180.6,43429.0,1,1.0,190,1131,179,72369,104.7,73.0,2017,2,1,0,1,0,0
5171,23.0,2000.0,1,13.6,65.1,29.0,161.3,22715.0,1,1.0,166,172,149,82921,99.2,81.0,2019,2,1,0,1,0,0
5172,29.0,1500.0,1,15.8,57.9,36.0,194.2,37577.0,1,1.0,160,3103,184,83145,111.4,73.0,2019,3,3,1,1,0,0
5175,18.0,3200.0,1,15.9,65.7,26.0,182.0,28470.0,1,1.0,271,1668,239,68742,106.3,73.2,2017,0,2,0,0,1,0
5177,16.0,3600.0,1,18.0,66.3,23.0,185.3,53240.0,1,2.0,301,267,272,52123,112.5,72.8,2014,2,1,0,0,1,0
5178,19.0,3600.0,3,18.5,58.5,30.0,200.8,35200.0,3,1.0,300,326,264,82770,120.2,75.0,2019,4,4,1,0,1,1
5179,26.0,2400.0,1,15.3,64.7,33.0,179.4,42518.0,1,1.0,185,103,181,60459,103.1,71.6,2016,3,3,0,1,0,0
5180,24.0,2400.0,4,18.5,57.7,34.0,191.1,28198.0,1,2.0,185,241,178,72553,110.4,73.2,2017,3,3,1,1,0,0
5183,25.0,2500.0,2,18.5,59.0,34.0,188.8,40391.0,1,1.0,175,275,174,68623,108.3,81.3,2017,2,1,1,0,0,0
5184,23.0,2400.0,0,17.0,57.2,31.0,191.1,140876.0,1,1.0,166,29,160,30502,107.9,71.6,2006,3,3,1,1,0,0
5185,24.0,2500.0,1,15.9,67.1,31.0,179.9,72692.0,2,2.0,176,1574,172,53496,104.7,72.6,2014,3,3,0,1,0,0
5190,19.0,3700.0,1,20.0,56.8,27.0,188.3,64626.0,2,2.0,328,1572,269,49946,112.2,71.8,2014,2,1,1,0,1,0
5192,17.0,3600.0,3,20.0,69.0,25.0,203.7,28888.0,1,1.0,283,981,260,82619,121.2,88.5,2019,3,3,0,0,0,0
5193,17.0,3500.0,1,19.2,68.7,24.0,188.1,17944.0,1,1.0,280,505,250,69475,112.2,85.8,2017,2,1,0,0,1,0
5194,20.0,2000.0,1,17.4,66.5,27.0,185.0,25163.0,1,1.0,240,36,260,75040,106.3,74.0,2018,3,3,0,1,0,0
5195,23.0,2000.0,1,13.6,65.1,29.0,161.3,10289.0,1,1.0,166,37,149,72928,99.2,81.0,2018,2,1,0,1,0,0
5196,24.0,1600.0,0,14.2,63.0,30.0,163.0,50866.0,0,1.0,130,449,118,59779,101.2,70.9,2016,3,3,0,1,0,0
5197,23.0,2000.0,0,16.5,58.2,34.0,191.8,25714.0,0,2.0,181,2007,185,66967,112.2,83.5,2017,3,3,1,1,0,0
5199,21.0,2000.0,4,17.7,66.1,28.0,183.6,47641.0,2,1.0,240,1718,260,67310,110.6,82.2,2017,4,4,0,1,0,1
5200,26.0,1800.0,1,13.2,63.2,31.0,170.4,3126.0,1,1.0,141,606,127,83102,102.8,69.8,2019,2,1,0,1,0,0
5201,22.0,2000.0,0,14.9,65.4,29.0,183.1,20152.0,1,2.0,252,68,260,79059,107.3,72.6,2019,3,3,0,1,0,0
5202,20.0,3000.0,4,18.5,57.6,29.0,193.1,73111.0,2,1.0,300,843,300,39817,116.9,82.8,2011,2,1,1,0,0,0
5204,16.0,5300.0,4,26.0,74.4,22.0,203.9,82262.0,2,2.0,355,1309,383,53847,116.0,80.5,2015,0,2,0,0,0,0
5205,22.0,2500.0,4,15.9,67.5,28.0,183.5,33255.0,2,1.0,176,565,172,74772,104.7,72.6,2018,2,1,0,1,0,0
5206,19.0,3600.0,4,19.4,66.0,26.0,189.5,26749.0,3,2.0,310,2925,271,79406,112.5,75.0,2019,3,3,0,0,1,1
5207,28.0,1600.0,0,11.9,57.1,37.0,172.6,24723.0,0,1.0,130,234,119,83674,101.6,67.9,2019,3,3,1,1,0,0
5208,27.0,2500.0,0,18.0,57.8,39.0,191.9,21256.0,1,1.0,182,1400,180,76334,109.3,72.0,2017,3,3,1,1,0,0
5209,26.0,1600.0,2,13.2,55.4,34.0,146.2,66833.0,1,1.0,181,90,177,45306,97.1,75.8,2013,3,3,0,1,0,0
5211,20.0,2000.0,2,16.9,62.6,28.0,172.8,19625.0,3,1.0,200,784,207,72981,102.5,79.5,2018,2,1,0,1,0,0
5213,23.0,2400.0,1,15.3,64.7,31.0,178.3,101235.0,1,1.0,185,2,163,52997,103.1,71.6,2014,3,3,0,1,0,0
5214,22.0,2500.0,0,15.9,67.1,28.0,183.5,41723.0,2,1.0,176,864,172,68326,104.7,72.6,2017,2,1,0,1,0,0
5215,15.0,3600.0,0,22.0,69.9,22.0,203.7,70094.0,1,1.0,281,3243,266,67377,118.9,78.5,2017,3,3,0,0,1,0
5216,21.0,3600.0,1,15.8,57.5,31.0,197.5,78513.0,0,2.0,310,2473,268,67535,114.4,73.5,2017,3,3,1,0,1,1
5218,26.0,2500.0,0,14.5,66.3,33.0,184.5,23115.0,1,1.0,170,2177,175,83703,106.5,72.4,2019,3,3,0,1,0,0
5219,19.0,3600.0,1,18.5,58.7,30.0,198.6,41186.0,2,1.0,363,440,394,82746,120.2,75.0,2019,4,4,1,0,1,1
5220,15.0,3500.0,1,36.0,76.4,21.0,231.7,73423.0,2,1.0,365,174,420,43180,144.4,97.0,2012,0,2,0,0,1,0
5221,27.0,2000.0,0,13.2,61.6,31.0,171.2,21096.0,1,1.0,144,1730,139,79888,103.9,70.7,2019,3,3,0,1,0,0
5223,17.0,3700.0,4,20.0,62.7,24.0,186.8,18655.0,2,1.0,325,126,267,68096,113.4,71.0,2017,4,4,0,0,1,0
5224,21.0,2400.0,0,18.0,67.3,29.0,183.9,119760.0,1,1.0,175,1577,169,41042,106.3,74.2,2012,3,3,0,1,0,0
5226,29.0,2000.0,1,14.0,56.5,38.0,179.9,12503.0,0,1.0,147,1161,132,66940,106.3,70.9,2017,3,3,1,1,0,0
5228,19.0,3200.0,1,15.9,66.2,26.0,182.0,19508.0,1,1.0,271,228,239,58516,106.3,73.2,2016,0,2,0,0,1,0
5229,21.0,2000.0,3,15.5,65.2,28.0,179.2,18684.0,2,1.0,240,75,270,66989,105.9,84.1,2017,3,3,0,1,0,0
5230,30.0,1400.0,0,13.2,57.4,40.0,185.1,24430.0,1,1.0,147,35,184,79288,105.7,70.8,2019,3,3,1,1,0,0
5233,20.0,2000.0,1,19.2,68.7,27.0,188.1,27376.0,1,1.0,280,1451,250,69478,112.2,85.8,2017,2,1,0,1,0,0
5236,15.0,5700.0,0,26.0,75.2,21.0,209.0,71187.0,3,1.0,395,2548,410,58969,120.5,79.4,2016,0,2,0,0,0,1
5237,16.0,4000.0,0,19.5,69.9,20.0,178.9,188378.0,0,1.0,260,925,265,34257,108.8,73.1,2009,0,2,0,0,1,0
5238,19.0,3500.0,0,16.0,66.1,27.0,183.5,55984.0,3,1.0,273,525,251,51601,105.7,73.7,2014,2,1,0,0,1,0
5239,25.0,1600.0,2,12.4,59.9,32.0,162.2,61120.0,0,3.0,181,695,177,52927,102.2,70.3,2014,3,3,0,1,0,0
5240,19.0,3500.0,1,23.0,77.2,24.0,231.9,51736.0,2,1.0,395,998,400,73343,145.0,96.8,2018,0,2,0,0,1,0
5241,27.0,1800.0,1,13.2,63.2,31.0,169.1,10048.0,1,1.0,141,1129,127,69483,102.8,69.8,2017,2,1,0,1,0,0
5242,26.0,2500.0,0,14.5,68.1,33.0,184.5,18290.0,1,1.0,170,48,175,76527,106.5,72.4,2017,3,3,0,1,0,0
5244,29.0,1500.0,0,15.8,57.9,36.0,194.2,14114.0,1,1.0,160,983,184,85494,111.4,73.0,2020,3,3,1,1,0,0
5245,28.0,2000.0,2,13.2,57.3,38.0,182.1,3486.0,1,1.0,152,16,145,82762,105.1,79.4,2019,2,1,1,0,0,0
5246,21.0,3500.0,1,19.0,67.8,28.0,192.4,37469.0,1,1.0,260,2279,240,73280,111.2,75.4,2017,2,1,0,0,1,0
5248,25.0,2400.0,1,18.5,58.1,35.0,191.1,42359.0,1,1.0,185,388,178,75449,110.4,73.4,2018,3,3,1,1,0,0
5249,26.0,1600.0,0,14.2,63.5,31.0,163.0,12387.0,0,1.0,130,292,118,82278,101.2,70.9,2019,3,3,0,1,0,0
5250,21.0,2400.0,0,15.9,65.7,30.0,182.0,35859.0,1,1.0,271,1329,239,75205,106.3,73.2,2018,3,3,0,1,0,0
5251,20.0,2400.0,0,17.4,66.9,27.0,184.4,103312.0,1,2.0,191,94,181,53867,106.3,74.2,2015,3,3,0,1,0,0
5252,22.0,2400.0,3,15.3,64.7,30.0,178.3,68836.0,1,1.0,185,46,163,45487,103.1,71.6,2013,2,1,0,1,0,0
5255,26.0,2500.0,2,14.5,68.1,33.0,184.5,46919.0,1,2.0,170,679,175,68522,106.5,72.4,2017,3,3,0,1,0,0
5256,21.0,2000.0,0,15.9,66.3,27.0,185.1,13203.0,1,1.0,184,1747,221,74995,109.8,72.4,2018,2,1,0,1,0,0
5257,19.0,3600.0,3,18.5,58.5,30.0,198.4,42920.0,3,2.0,292,963,260,70186,120.2,75.0,2017,4,4,1,0,1,1
5259,27.0,1500.0,0,15.8,57.6,36.0,193.8,40614.0,1,1.0,160,810,184,74365,111.4,73.0,2018,3,3,1,1,0,0
5260,20.0,2300.0,1,15.5,54.9,28.0,188.5,40199.0,2,1.0,310,325,350,78967,107.1,81.9,2019,4,4,0,1,0,0
5261,22.0,2500.0,1,18.5,57.6,34.0,191.5,92364.0,1,1.0,197,446,191,43800,107.8,73.0,2013,3,3,1,1,0,0
5262,15.0,5700.0,4,26.0,78.5,21.0,229.0,74427.0,3,1.0,395,1542,410,69186,140.5,79.4,2017,0,2,0,0,0,1
5263,29.0,2000.0,1,12.7,60.9,34.0,168.3,31291.0,1,1.0,146,112,146,68708,101.2,69.6,2017,3,3,0,1,0,0
5264,23.0,2400.0,1,15.3,64.7,31.0,178.3,24780.0,1,1.0,185,88,163,45488,103.1,71.6,2013,3,3,0,1,0,0
5265,27.0,1500.0,1,14.0,66.5,33.0,180.6,9914.0,1,1.0,190,255,179,84282,104.7,73.0,2019,2,1,0,1,0,0
5267,24.0,2500.0,0,17.0,57.9,33.0,190.9,21833.0,1,1.0,178,371,170,68150,109.3,71.7,2017,3,3,1,1,0,0
5268,28.0,1400.0,0,14.5,57.2,38.0,183.3,22620.0,1,1.0,150,356,184,69343,104.4,70.0,2017,3,3,1,1,0,0
5269,23.0,1300.0,1,12.7,66.5,29.0,166.6,120.0,1,1.0,177,0,200,82900,101.2,79.6,2019,0,2,0,1,0,0
5270,18.0,3600.0,2,21.7,66.0,26.0,189.5,27061.0,3,1.0,310,1761,271,65899,112.5,75.0,2017,0,2,0,0,1,1
5271,18.0,3600.0,4,19.0,69.9,28.0,203.8,40153.0,3,1.0,287,518,262,82290,121.6,90.4,2019,3,3,0,0,1,0
5272,16.0,3600.0,0,22.0,70.4,23.0,205.0,140912.0,1,2.0,281,1431,266,35872,118.9,78.4,2010,2,1,0,0,1,0
5275,21.0,2400.0,0,12.7,66.5,29.0,166.6,42422.0,1,1.0,180,1136,175,70043,101.2,79.6,2017,0,2,0,1,0,0
5276,21.0,2400.0,0,17.4,66.1,27.0,185.0,54452.0,1,1.0,185,324,178,67474,106.3,74.0,2017,3,3,0,1,0,0
5277,24.0,2000.0,0,13.2,57.9,32.0,169.3,32954.0,1,1.0,173,3469,154,68967,104.3,70.1,2017,3,3,0,1,0,0
5278,17.0,3500.0,0,20.0,67.0,23.0,185.7,152391.0,1,1.0,265,649,250,35445,111.2,87.5,2010,2,1,0,0,1,0
5279,27.0,1500.0,1,14.0,66.5,33.0,180.6,15257.0,1,1.0,190,683,179,84282,104.7,73.0,2019,2,1,0,1,0,0
5281,18.0,3600.0,1,19.0,66.0,25.0,193.6,39855.0,2,1.0,310,61,271,79428,112.5,75.4,2019,3,3,0,0,1,0
5282,19.0,3500.0,1,19.5,68.6,26.0,200.1,44506.0,3,1.0,295,2523,270,68097,114.2,77.2,2017,2,1,0,0,1,0
5283,23.0,2400.0,0,15.3,64.7,31.0,178.3,90594.0,1,2.0,185,644,163,52997,103.1,71.6,2014,3,3,0,1,0,0
5284,16.0,5300.0,0,26.0,73.9,22.0,230.0,51672.0,2,1.0,355,1574,383,67829,143.5,80.0,2017,0,2,0,0,0,0
5285,17.0,3500.0,1,19.2,68.7,24.0,188.1,19521.0,1,1.0,280,325,250,69478,112.2,85.8,2017,2,1,0,0,1,0
5287,27.0,2000.0,0,13.2,61.6,31.0,171.2,32039.0,1,1.0,144,14,139,72740,103.9,70.7,2018,3,3,0,1,0,0
5288,14.0,5600.0,0,26.0,75.8,19.0,208.9,30795.0,2,1.0,390,480,394,83678,121.1,79.9,2019,1,0,0,0,0,0
5289,24.0,1400.0,0,14.0,65.3,29.0,168.4,23387.0,1,1.0,138,342,148,78719,100.6,70.1,2019,2,1,0,1,0,0
5290,19.0,3700.0,1,16.0,54.4,28.0,188.3,60768.0,2,2.0,300,416,280,55262,107.7,75.4,2015,4,4,0,0,1,0
5291,27.0,1600.0,0,10.8,59.6,36.0,175.4,13792.0,0,1.0,109,1305,107,83546,102.4,66.7,2019,3,3,1,1,0,0
5292,20.0,2000.0,1,18.6,70.4,28.0,197.1,104765.0,2,1.0,240,656,270,41728,112.6,90.2,2012,3,3,0,1,0,0
5294,25.0,2500.0,0,18.5,66.1,32.0,189.9,21039.0,2,1.0,175,1564,174,82804,108.1,81.3,2019,2,1,0,0,0,0
5295,18.0,3500.0,4,19.2,66.7,25.0,187.8,140365.0,1,2.0,270,2438,248,43803,107.9,74.2,2013,3,3,0,0,1,0
5296,23.0,2000.0,1,13.6,65.1,29.0,161.3,17105.0,1,1.0,166,920,149,82919,99.2,81.0,2019,2,1,0,1,0,0
5297,12.0,3600.0,0,20.0,69.0,18.0,203.7,39720.0,1,1.0,283,2163,260,82263,121.2,88.5,2019,3,3,0,0,0,0
5298,30.0,1400.0,0,13.2,57.4,40.0,185.1,18775.0,1,1.0,147,34,184,79288,105.7,70.8,2019,3,3,1,1,0,0
5299,16.0,3600.0,0,21.1,66.6,24.0,192.4,30001.0,1,1.0,283,2263,260,84353,113.8,83.7,2019,2,1,0,0,1,0
5300,22.0,2500.0,0,15.9,67.1,29.0,179.9,112961.0,2,1.0,176,339,172,43878,104.7,72.6,2013,2,1,0,1,0,0
5301,25.0,2400.0,0,18.5,58.1,37.0,191.1,51174.0,1,2.0,185,30,178,54860,110.4,73.4,2015,3,3,1,1,0,0
5302,18.0,3600.0,4,22.0,66.0,25.0,193.6,40256.0,2,1.0,310,511,271,67025,112.5,75.4,2017,0,2,0,0,1,0
5304,23.0,2500.0,0,15.9,65.9,30.0,183.5,8042.0,2,1.0,176,210,172,74765,104.7,72.6,2018,3,3,0,1,0,0
